cap.disk,mid,score,avl.cpu.min,util.cpu.max,util.cpu.avg,avl.mem.min,util.mem.max,util.mem.avg,avl.disk,util.disk,alv.p,inst.cnt,inst.list
2457,machine_4237,2.0,13,86%,56%,17,94%,92%,857,65%,5,22,"[60*19,80*2,300]"
2457,machine_4238,3.6,6,93%,72%,15,95%,92%,677,72%,7,27,"[40,60*20,80*3,100*3]"
2457,machine_4239,2.7,7,93%,63%,9,97%,94%,397,84%,7,26,"[60*18,80,100*6,300]"
2457,machine_4240,4.4,1,99%,78%,59,79%,78%,457,81%,7,25,"[40,60*18,80,100*3,200,300]"
2457,machine_4242,2.4,16,83%,61%,29,90%,86%,717,71%,7,28,"[40*3,60*21,80*2,100*2]"
2457,machine_4244,3.3,5,94%,69%,34,88%,88%,977,60%,5,21,"[60*18,100*2,200]"
2457,machine_4247,3.2,8,91%,69%,26,91%,89%,747,70%,7,25,"[40,60*19,80,100*3,150]"
2457,machine_4248,1.0,46,50%,35%,167,42%,41%,1587,35%,6,13,"[40*2,60*9,100,150]"
2457,machine_4250,1.0,52,44%,32%,96,67%,64%,1037,58%,7,21,"[40,60*17,80*2,200]"
2457,machine_4252,3.2,11,88%,69%,20,93%,91%,457,81%,7,33,"[40*4,60*26,80,100*2]"
2457,machine_4253,2.9,18,80%,68%,35,88%,82%,817,67%,7,27,"[40*2,60*23,80,100]"
2457,machine_4254,2.1,25,73%,58%,80,72%,70%,857,65%,6,24,"[40,60*18,80,100*4]"
2457,machine_4256,1.3,33,65%,46%,39,87%,84%,1077,56%,6,23,"[40*2,60*19,80*2]"
2457,machine_4258,3.9,12,87%,75%,38,87%,87%,527,79%,7,26,"[40*2,60*20,100*2,150,300]"
2457,machine_4259,1.0,51,45%,35%,40,86%,83%,1057,57%,6,14,"[40,60*11,100,600]"
2457,machine_4260,2.7,12,87%,63%,35,88%,84%,407,83%,7,26,"[40,60*18,80,100*4,150,300]"
2457,machine_4261,2.6,15,84%,64%,13,96%,92%,397,84%,7,30,"[60*26,100*3,200]"
2457,machine_4262,2.3,18,81%,62%,76,74%,72%,917,63%,7,24,"[40,60*20,100*3]"
2457,machine_4264,2.8,15,84%,65%,114,60%,58%,1437,42%,6,15,"[40*3,60*10,100,200]"
2457,machine_4266,2.9,14,85%,67%,0,100%,98%,387,84%,6,32,"[40,60*28,100*2,150]"
2457,machine_4267,1.1,35,62%,45%,44,85%,81%,817,67%,6,27,"[40,60*24,80*2]"
2457,machine_4268,2.5,23,75%,64%,55,81%,78%,527,79%,7,30,"[40*3,60*22,80*3,100,150]"
2457,machine_4270,2.4,21,77%,63%,59,80%,78%,577,77%,7,28,"[40*2,60*22,80,100*2,200]"
2457,machine_4271,3.7,2,98%,74%,42,85%,83%,877,64%,7,26,"[40,60*24,100]"
2457,machine_4273,2.2,23,75%,58%,49,83%,79%,807,67%,7,24,"[60*19,80*2,100*2,150]"
2457,machine_4274,3.1,9,90%,69%,23,92%,91%,607,75%,6,28,"[40*2,60*21,80*2,100*2,150]"
2457,machine_4275,3.5,12,87%,72%,110,62%,60%,1357,45%,5,16,"[40,60*10,80*2,100*3]"
2457,machine_4277,4.1,9,90%,77%,87,70%,68%,1017,59%,7,22,"[40*2,60*15,80*2,100*3]"
2457,machine_4279,1.0,41,56%,43%,89,69%,67%,937,62%,7,19,"[40,60*13,100*3,200*2]"
2457,machine_4282,3.6,7,92%,72%,108,63%,60%,1177,52%,7,19,"[40,60*16,80,200]"
2457,machine_4284,3.1,14,84%,68%,40,86%,86%,697,72%,6,20,"[40,60*17,200,500]"
2457,machine_4285,3.8,5,95%,74%,26,91%,91%,917,63%,6,26,"[40*3,60*22,100]"
2457,machine_4286,1.9,20,78%,56%,91,68%,65%,817,67%,7,25,"[60*24,200]"
2457,machine_4287,4.7,3,96%,81%,74,74%,72%,797,68%,7,25,"[40*5,60*16,100*3,200]"
2457,machine_4288,4.2,2,98%,77%,20,93%,93%,857,65%,7,25,"[40*3,60*17,80*2,100*3]"
2457,machine_4289,5.1,0,100%,84%,119,59%,57%,1307,47%,7,14,"[40,60*11,150,300]"
2457,machine_4290,3.0,10,89%,67%,10,97%,95%,617,75%,6,30,"[40*3,60*23,80*3,100]"
2457,machine_4291,1.9,23,75%,58%,11,96%,95%,677,72%,7,27,"[40*2,60*21,80*3,200]"
2457,machine_4292,1.6,28,70%,54%,22,92%,90%,117,95%,7,34,"[40*2,60*26,100*5,200]"
2457,machine_4293,3.9,5,94%,74%,64,78%,76%,697,72%,7,23,"[40,60*16,80*2,100*2,200*2]"
2457,machine_4295,2.9,11,88%,66%,48,83%,81%,487,80%,7,27,"[40,60*20,80,100*3,150,200]"
2457,machine_4296,2.7,23,75%,66%,107,63%,61%,1317,46%,6,18,"[40,60*15,100*2]"
2457,machine_4298,2.7,11,88%,64%,142,51%,50%,1777,28%,6,12,"[40*3,60*8,80]"
2457,machine_4299,2.2,21,77%,60%,115,60%,58%,1217,50%,7,18,"[40,60*15,100,200]"
2457,machine_4300,1.6,28,69%,53%,107,63%,62%,1097,55%,6,21,"[60*18,80,100*2]"
2457,machine_4302,3.5,11,88%,72%,24,92%,89%,557,77%,6,25,"[40*2,60*16,80*2,100*4,300]"
2457,machine_4303,3.2,1,99%,69%,11,96%,95%,477,81%,7,29,"[40*3,60*21,100*4,200]"
2457,machine_4304,1.6,28,70%,52%,46,84%,83%,1037,58%,7,19,"[40,60*15,80,100,300]"
2457,machine_4305,4.2,2,98%,77%,12,96%,93%,817,67%,6,26,"[40*2,60*21,100*3]"
2457,machine_4307,2.9,12,87%,66%,17,94%,92%,637,74%,6,26,"[60*21,80*2,100*2,200]"
2457,machine_4308,2.8,12,87%,64%,55,81%,81%,737,70%,6,25,"[40,60*17,80*2,100*5]"
2457,machine_4311,1.8,22,76%,55%,11,96%,94%,717,71%,5,29,"[40*4,60*22,80*2,100]"
2457,machine_4314,2.8,18,81%,65%,119,59%,56%,1217,50%,7,15,"[40,60*9,80*2,100*2,300]"
2457,machine_4315,3.1,13,86%,67%,47,84%,81%,757,69%,7,24,"[40*2,60*16,80*2,100*3,200]"
2457,machine_4317,2.3,19,79%,61%,28,90%,90%,717,71%,7,29,"[40,60*27,80]"
2457,machine_4318,1.7,27,70%,54%,40,86%,85%,697,72%,7,27,"[40*2,60*23,100,200]"
2457,machine_4320,3.7,9,90%,74%,24,92%,89%,617,75%,7,24,"[40*2,60*16,100*5,300]"
2457,machine_4321,2.2,18,80%,61%,36,88%,86%,697,72%,7,27,"[40*2,60*20,80,100*4]"
2457,machine_4324,4.3,5,95%,78%,72,75%,64%,997,59%,7,17,"[40,60*12,100*2,200,300]"
2457,machine_4325,3.9,3,97%,75%,9,97%,96%,327,87%,7,32,"[60*27,80*2,100*2,150]"
2457,machine_4326,4.9,2,97%,82%,46,84%,79%,717,71%,6,21,"[60*16,80,100*2,200,300]"
2457,machine_4327,1.0,40,56%,42%,18,94%,92%,817,67%,7,22,"[60*18,80*2,100,300]"
2457,machine_4328,2.2,12,87%,59%,70,76%,74%,637,74%,7,28,"[40,60*23,100*4]"
2457,machine_4330,2.9,22,76%,67%,63,78%,76%,797,68%,7,27,"[40*3,60*21,80,100*2]"
2457,machine_4332,2.7,14,85%,65%,67,77%,73%,757,69%,5,24,"[40,60*21,200*2]"
2457,machine_4333,2.9,15,84%,67%,86,70%,69%,1037,58%,7,22,"[40,60*17,80*2,100*2]"
2457,machine_4337,3.3,12,87%,69%,64,78%,77%,937,62%,6,26,"[40*2,60*24]"
2457,machine_4338,2.1,15,83%,59%,120,58%,58%,1397,43%,7,14,"[40*2,60*8,100*3,200]"
2457,machine_4339,4.8,1,99%,81%,78,73%,73%,1277,48%,6,17,"[40*4,60*12,300]"
2457,machine_4341,3.2,11,88%,69%,74,74%,71%,957,61%,7,23,"[40*2,60*19,80,200]"
2457,machine_4342,4.0,3,97%,75%,42,85%,84%,977,60%,7,24,"[40*3,60*18,80,100*2]"
2457,machine_4343,2.4,16,83%,62%,62,78%,76%,607,75%,6,28,"[40,60*23,80,100*2,150]"
2457,machine_4347,1.0,45,51%,41%,54,81%,80%,630,74%,7,27,"[40,60*21,80*2,100*2,167]"
2457,machine_4348,1.3,33,64%,48%,35,88%,87%,577,77%,7,30,"[40*3,60*26,200]"
2457,machine_4349,3.2,20,78%,69%,23,92%,90%,657,73%,7,29,"[40*2,60*24,80,100*2]"
2457,machine_4350,3.9,8,91%,75%,141,51%,50%,1567,36%,7,14,"[40*2,60*11,150]"
2457,machine_4351,4.8,2,98%,82%,32,89%,88%,607,75%,7,30,"[40*4,60*23,80*2,150]"
2457,machine_4352,4.2,1,99%,77%,38,87%,86%,697,72%,6,26,"[40*3,60*18,80*2,100*2,200]"
2457,machine_4354,1.3,37,60%,48%,35,88%,85%,697,72%,7,28,"[40*3,60*21,80,100*3]"
2457,machine_4355,1.7,26,72%,55%,54,81%,80%,917,63%,7,26,"[40*3,60*21,80*2]"
2457,machine_4356,2.5,17,81%,62%,61,79%,77%,977,60%,6,24,"[40*3,60*18,80,100*2]"
2457,machine_4357,3.3,17,82%,71%,74,74%,71%,957,61%,7,24,"[40,60*20,80*2,100]"
2457,machine_4358,3.7,8,91%,73%,104,64%,62%,1237,50%,6,18,"[40*2,60*14,100,200]"
2457,machine_4362,2.3,26,72%,61%,54,81%,79%,597,76%,7,30,"[40,60*26,80*2,100]"
2457,machine_4363,1.6,27,70%,54%,53,81%,80%,650,74%,6,27,"[40,60*21,80*3,100,167]"
2457,machine_4365,4.9,1,99%,82%,13,95%,95%,797,68%,7,28,"[40*2,60*25,80]"
2457,machine_4366,1.2,38,59%,47%,135,53%,52%,1417,42%,7,17,"[60*16,80]"
2457,machine_4370,1.0,49,47%,35%,176,39%,39%,1857,24%,7,10,"[40*2,60*7,100]"
2457,machine_4371,2.8,18,80%,66%,24,92%,89%,677,72%,7,25,"[40*2,60*20,100*2,300]"
2457,machine_4373,2.2,20,78%,60%,30,89%,87%,227,91%,7,30,"[40,60*23,80*2,100*2,150,300]"
2457,machine_4374,1.5,29,69%,51%,33,88%,84%,547,78%,7,30,"[40*3,60*23,80*2,100,150]"
2457,machine_4376,1.0,41,55%,43%,54,81%,80%,707,71%,7,27,"[40*2,60*21,80*2,100,150]"
2457,machine_4377,3.1,10,89%,68%,31,89%,88%,757,69%,6,29,"[40*4,60*24,100]"
2457,machine_4378,2.7,19,80%,66%,10,96%,94%,810,67%,7,26,"[40*3,60*21,100,167]"
2457,machine_4379,2.9,17,82%,66%,83,71%,69%,957,61%,7,23,"[40*5,60*14,80*2,100,200]"
2457,machine_4380,3.0,6,93%,66%,12,96%,93%,397,84%,7,28,"[40*4,60*17,100*5,180,200]"
2457,machine_4383,3.4,2,98%,69%,115,60%,60%,1377,44%,7,16,"[40,60*11,80,100*3]"
2457,machine_4384,3.1,9,91%,68%,20,93%,92%,297,88%,6,26,"[40*2,60*20,80,200,300*2]"
2457,machine_4386,1.2,37,60%,46%,50,83%,81%,997,59%,7,22,"[40*3,60*16,80,100,200]"
2457,machine_4389,3.1,11,88%,69%,33,88%,86%,377,85%,7,30,"[60*22,80*2,100*6]"
2457,machine_4391,1.0,62,33%,22%,208,28%,28%,1937,21%,6,8,"[40,60*5,80,100]"
2457,machine_4393,4.0,1,98%,74%,64,78%,77%,1437,42%,6,17,"[40,60*15,80]"
2457,machine_4394,2.0,19,80%,58%,68,76%,76%,1357,45%,5,18,"[40*2,60*14,80,100]"
2457,machine_4395,2.1,20,78%,59%,23,92%,91%,737,70%,6,28,"[40*2,60*24,80,120]"
2457,machine_4401,1.7,26,72%,55%,70,76%,75%,847,66%,7,23,"[40*2,60*18,100,150,200]"
2457,machine_4403,2.0,22,76%,58%,26,91%,84%,697,72%,6,26,"[60*23,80,100,200]"
2457,machine_4405,1.1,37,59%,41%,100,65%,64%,367,85%,7,25,"[40*3,60*19,80,100,650]"
2457,machine_4407,2.3,17,82%,60%,27,91%,89%,497,80%,6,31,"[40*2,60*28,200]"
2457,machine_4408,3.2,9,91%,68%,18,94%,92%,537,78%,7,29,"[40*2,60*23,80*2,100,200]"
2457,machine_4409,2.4,21,77%,62%,18,94%,91%,457,81%,6,30,"[40*2,60*24,80,100*2,200]"
2457,machine_4410,3.2,8,91%,68%,108,63%,60%,1257,49%,6,18,"[40,60*13,80,100*3]"
2457,machine_4413,1.5,26,71%,49%,31,89%,83%,847,66%,7,26,"[40*3,60*21,80,150]"
2457,machine_4417,1.9,27,71%,58%,38,87%,85%,717,71%,7,30,"[40*5,60*24,100]"
2457,machine_4419,2.0,24,74%,56%,36,87%,85%,627,74%,5,27,"[60*22,80*2,100*2,150]"
2457,machine_4420,3.9,3,97%,75%,35,88%,86%,657,73%,7,27,"[40*2,60*19,80*2,100*3,120]"
2457,machine_4422,1.0,54,42%,31%,96,67%,63%,1197,51%,7,20,"[40,60*16,80*2,100]"
2457,machine_4424,1.4,24,74%,52%,33,89%,87%,1017,59%,7,24,"[40*2,60*21,100]"
2457,machine_4426,2.7,14,85%,66%,56,80%,79%,677,72%,6,26,"[40*2,60*19,80*2,100*2,200]"
2457,machine_4427,1.8,26,71%,55%,139,52%,49%,1377,44%,6,15,"[40*3,60*11,300]"
2457,machine_4428,2.4,24,74%,63%,144,50%,45%,1737,29%,6,8,"[60*7,300]"
2457,machine_4430,3.0,14,85%,67%,30,90%,86%,637,74%,7,29,"[40,60*25,80,100*2]"
2457,machine_4431,2.7,18,81%,65%,60,79%,79%,897,63%,7,26,"[40*4,60*20,100*2]"
2457,machine_4432,2.6,17,82%,64%,14,95%,92%,377,85%,7,31,"[40,60*26,80,100*2,200]"
2457,machine_4433,4.1,4,96%,76%,39,87%,86%,1117,55%,5,22,"[40*2,60*18,80,100]"
2457,machine_4434,3.7,8,91%,73%,20,93%,91%,157,94%,7,31,"[40*2,60*21,80*2,100*4,200*2]"
2457,machine_4437,2.4,10,89%,62%,96,67%,66%,1297,47%,7,20,"[40*4,60*15,100]"
2457,machine_4440,2.9,15,83%,65%,40,86%,84%,727,70%,6,23,"[40,60*16,80,100*3,150,200]"
2457,machine_4441,3.7,2,98%,73%,78,73%,72%,937,62%,7,18,"[40*3,60*9,80*2,100*2,200,300]"
2457,machine_4443,2.9,18,81%,67%,32,89%,87%,410,83%,7,33,"[40*4,60*27,100,167]"
2457,machine_4444,5.5,1,99%,86%,24,92%,91%,697,72%,6,29,"[40*4,60*22,80,100*2]"
2457,machine_4446,4.2,4,96%,77%,15,95%,93%,677,72%,5,29,"[40*2,60*25,100*2]"
2457,machine_4448,1.9,20,78%,57%,70,76%,74%,1077,56%,5,22,"[40*3,60*16,80,100,120]"
2457,machine_4449,2.9,13,86%,67%,62,78%,75%,797,68%,6,27,"[40,60*24,80,100]"
2457,machine_4451,3.9,3,97%,74%,48,83%,83%,1037,58%,6,23,"[40*2,60*18,80*2,100]"
2457,machine_4453,1.1,40,57%,46%,64,78%,75%,1277,48%,6,18,"[40,60*14,100*3]"
2457,machine_4456,3.9,7,93%,74%,153,47%,46%,1517,38%,6,15,"[40*2,60*11,100*2]"
2457,machine_4457,1.0,44,53%,42%,142,51%,48%,1537,37%,7,12,"[40,60*8,100*2,200]"
2457,machine_4458,3.1,8,91%,67%,21,93%,89%,387,84%,7,28,"[40*2,60*21,80,100,150,200*2]"
2457,machine_4459,2.4,25,73%,62%,19,93%,91%,607,75%,6,29,"[40*2,60*25,120,150]"
2457,machine_4460,1.0,50,45%,35%,37,87%,87%,737,70%,7,24,"[40*3,60*17,80,100,200*2]"
2457,machine_4463,2.5,19,79%,63%,66,77%,77%,517,79%,7,30,"[40*2,60*26,100,200]"
2457,machine_4464,1.1,41,56%,47%,87,70%,68%,697,72%,7,22,"[40,60*16,80*2,200*3]"
2457,machine_4465,4.0,3,97%,76%,42,85%,85%,917,63%,6,23,"[40*3,60*17,100*2,200]"
2457,machine_4467,3.6,10,89%,73%,39,86%,84%,857,65%,7,25,"[40*3,60*17,80*2,100*3]"
2457,machine_4469,3.5,7,92%,71%,29,90%,89%,637,74%,7,28,"[40,60*22,80*2,100*3]"
2457,machine_4470,1.3,35,62%,49%,19,93%,93%,417,83%,6,22,"[60*18,80*2,200,600]"
2457,machine_4472,2.2,22,76%,59%,28,90%,89%,707,71%,6,23,"[60*20,150,200*2]"
2457,machine_4473,2.7,19,79%,65%,20,93%,90%,637,74%,7,30,"[40*3,60*24,80*2,100]"
2457,machine_4474,3.2,8,91%,69%,26,91%,88%,987,60%,6,23,"[40*3,60*17,80,100,150]"
2457,machine_4477,3.4,3,97%,71%,32,89%,88%,437,82%,6,28,"[60*24,80,100*2,300]"
2457,machine_4479,2.1,24,74%,59%,48,83%,81%,647,74%,6,27,"[40*2,60*20,80,100*3,150]"
2457,machine_4480,3.8,9,91%,74%,88,69%,66%,797,68%,7,26,"[60*23,80,100*2]"
2457,machine_4481,3.4,7,92%,71%,17,94%,92%,637,74%,5,30,"[40,60*27,80*2]"
2457,machine_4483,2.0,22,76%,57%,13,95%,92%,417,83%,7,30,"[40,60*24,80*2,100*2,200]"
2457,machine_4484,4.0,4,95%,76%,76,74%,73%,1007,59%,6,20,"[60*15,100*4,150]"
2457,machine_4486,3.6,3,96%,73%,13,95%,93%,637,74%,7,28,"[40,60*21,80*4,100*2]"
2457,machine_4489,3.9,14,84%,75%,134,53%,50%,1457,41%,7,12,"[40*2,60*7,100*2,300]"
2457,machine_4490,1.5,32,65%,53%,59,80%,78%,857,65%,7,27,"[40*4,60*21,80,100]"
2457,machine_4491,2.0,28,69%,58%,40,86%,84%,530,78%,7,28,"[60*23,80,100*3,167]"
2457,machine_4492,2.1,17,82%,59%,60,79%,77%,877,64%,7,25,"[40*3,60*18,80,100*3]"
2457,machine_4495,3.7,7,93%,73%,28,90%,90%,937,62%,6,21,"[40,60*15,80,100*3,200]"
2457,machine_4497,3.3,10,89%,68%,160,44%,44%,1997,19%,7,8,"[40,60*7]"
2457,machine_4498,2.8,12,87%,65%,38,87%,87%,817,67%,7,23,"[40*3,60*17,100*2,300]"
2457,machine_4499,3.6,7,92%,73%,108,63%,59%,1177,52%,7,19,"[40*3,60*13,80,100,200]"
2457,machine_4501,3.6,1,99%,71%,87,70%,70%,1377,44%,6,17,"[40,60*14,100*2]"
2457,machine_4502,4.5,4,95%,78%,111,62%,52%,1217,50%,7,14,"[60*8,80*2,100*3,300]"
2457,machine_4504,2.6,16,83%,64%,22,92%,92%,777,68%,5,27,"[40*2,60*22,80,100*2]"
2457,machine_4505,1.7,27,70%,56%,31,89%,88%,767,69%,7,25,"[40*2,60*18,80,100*3,150]"
2457,machine_4507,1.3,28,70%,45%,176,39%,37%,2037,17%,4,7,"[40,60*5,80]"
2457,machine_4509,4.5,0,100%,79%,14,95%,94%,577,77%,6,31,"[40,60*29,100]"
2457,machine_4510,1.4,34,63%,51%,76,73%,72%,837,66%,7,23,"[60*18,80*3,100,200]"
2457,machine_4511,4.4,2,98%,79%,57,80%,79%,777,68%,6,24,"[40,60*19,100*3,200]"
2457,machine_4512,2.3,16,82%,60%,11,96%,95%,437,82%,7,32,"[40*2,60*25,80*3,100*2]"
2457,machine_4513,3.3,10,89%,69%,144,50%,49%,1477,40%,7,13,"[40,60*9,100*2,200]"
2457,machine_4515,2.1,15,83%,60%,111,62%,61%,1377,44%,5,15,"[60*10,80,100*4]"
2457,machine_4517,3.5,13,86%,72%,22,92%,92%,477,81%,6,30,"[40,60*22,80*4,100*3]"
2457,machine_4518,2.1,22,76%,60%,25,91%,88%,777,68%,7,27,"[40*5,60*18,100*4]"
2457,machine_4520,2.7,18,80%,64%,36,88%,87%,617,75%,7,25,"[40*3,60*17,100*4,300]"
2457,machine_4521,1.5,28,70%,51%,29,90%,88%,697,72%,7,28,"[40*2,60*23,80,100,120]"
2457,machine_4522,3.3,13,86%,70%,79,73%,72%,1137,54%,6,23,"[40*5,60*17,100]"
2457,machine_4523,3.7,3,97%,73%,42,86%,84%,877,64%,6,23,"[60*18,100*5]"
2457,machine_4524,1.9,22,76%,57%,30,90%,88%,1057,57%,5,24,"[40*5,60*17,80,100]"
2457,machine_4525,4.1,1,99%,76%,74,74%,73%,1137,54%,6,20,"[40,60*15,80,100*3]"
2457,machine_4527,1.3,34,63%,48%,70,76%,73%,437,82%,7,32,"[40*2,60*25,80*3,100*2]"
2457,machine_4529,1.7,24,74%,56%,22,92%,89%,777,68%,7,27,"[40*4,60*19,80,100*3]"
2457,machine_4532,2.1,14,85%,56%,94,67%,62%,1297,47%,6,14,"[40,60*9,80,100,200*2]"
2457,machine_4535,3.9,10,89%,75%,83,71%,71%,1037,58%,6,22,"[40,60*17,80*2,100*2]"
2457,machine_4536,2.7,11,89%,64%,64,78%,75%,837,66%,7,25,"[40*2,60*18,80*2,100*3]"
2457,machine_4540,3.7,7,92%,73%,28,90%,87%,147,94%,7,32,"[40,60*24,80,100*4,150,200]"
2457,machine_4541,2.9,16,83%,67%,19,93%,91%,77,97%,7,31,"[40*5,60*20,80,100*4,500]"
2457,machine_4542,3.1,10,89%,68%,90,69%,67%,937,62%,6,20,"[60*14,80,100*4,200]"
2457,machine_4543,2.5,24,74%,64%,18,94%,94%,917,63%,7,25,"[40*2,60*20,80*2,100]"
2457,machine_4544,3.3,7,92%,70%,23,92%,90%,530,78%,5,25,"[40,60*19,80,100,167,200*2]"
2457,machine_4547,2.0,24,74%,58%,54,81%,81%,857,65%,6,26,"[40*3,60*20,80,100*2]"
2457,machine_4548,3.1,15,83%,69%,16,94%,93%,637,74%,7,18,"[40,60*13,100*2,200,600]"
2457,machine_4549,3.6,9,91%,72%,43,85%,85%,637,74%,7,28,"[40*4,60*21,100*2,200]"
2457,machine_4550,3.8,2,97%,74%,15,95%,90%,647,74%,6,27,"[60*23,80,100*2,150]"
2457,machine_4553,2.8,17,81%,66%,31,89%,87%,797,68%,6,24,"[60*21,100*2,200]"
2457,machine_4554,3.2,4,95%,69%,9,97%,95%,577,77%,5,27,"[40*2,60*22,80,200*2]"
2457,machine_4555,1.0,51,45%,31%,199,31%,31%,1777,28%,7,11,"[40,60*9,100]"
2457,machine_4556,1.1,34,63%,45%,66,77%,75%,917,63%,7,25,"[40*3,60*19,80,100*2]"
2457,machine_4559,3.7,3,96%,73%,43,85%,83%,817,67%,5,27,"[40,60*25,100]"
2457,machine_4561,1.7,26,72%,52%,104,64%,63%,1237,50%,7,20,"[40,60*18,100]"
2457,machine_4562,4.3,7,92%,78%,23,92%,91%,557,77%,6,28,"[40*2,60*22,100*3,200]"
2457,machine_4563,2.7,13,86%,64%,88,69%,65%,997,59%,7,24,"[40*3,60*18,80*2,100]"
2457,machine_4564,2.4,20,78%,63%,48,83%,81%,247,90%,7,30,"[40*4,60*22,150,180,200*2]"
2457,machine_4567,4.6,0,100%,80%,99,66%,64%,1097,55%,7,22,"[40*4,60*15,100*3]"
2457,machine_4568,1.8,21,77%,52%,69,76%,74%,1007,59%,7,22,"[40,60*18,80,100,150]"
2457,machine_4570,3.2,10,89%,69%,16,94%,92%,737,70%,7,29,"[40*5,60*21,80*2,100]"
2457,machine_4571,4.9,5,94%,82%,8,97%,96%,677,72%,6,29,"[40,60*26,80,100]"
2457,machine_4572,3.7,6,93%,74%,13,95%,94%,637,74%,5,28,"[40,60*22,80*2,100*3]"
2457,machine_4576,1.9,19,80%,56%,42,86%,83%,477,81%,7,29,"[40*3,60*20,80*2,100*3,200]"
2457,machine_4577,2.3,24,74%,62%,34,88%,87%,777,68%,6,27,"[40*2,60*22,80,100*2]"
2457,machine_4578,1.4,34,63%,52%,55,81%,79%,717,71%,7,26,"[40*3,60*20,100,120,200]"
2457,machine_4581,3.0,12,87%,67%,20,93%,93%,1037,58%,6,22,"[40*4,60*16,100,200]"
2457,machine_4582,3.6,15,84%,73%,67,77%,74%,857,65%,7,25,"[40,60*21,100*3]"
2457,machine_4583,4.4,5,95%,78%,22,92%,90%,477,81%,7,32,"[40,60*29,100*2]"
2457,machine_4586,3.3,6,94%,70%,83,71%,69%,1257,49%,6,18,"[40,60*12,80*3,100*2]"
2457,machine_4587,1.1,38,58%,41%,160,44%,44%,1717,30%,6,12,"[40,60*10,100]"
2457,machine_4588,2.1,22,76%,59%,40,86%,85%,997,59%,7,24,"[40,60*22,100]"
2457,machine_4589,1.8,21,78%,56%,71,75%,74%,947,61%,6,22,"[40,60*17,100*3,150]"
2457,machine_4590,2.4,17,82%,62%,64,78%,75%,987,60%,6,20,"[40,60*15,80,100,150,200]"
2457,machine_4591,1.6,30,68%,50%,14,95%,93%,897,63%,7,22,"[40*2,60*18,100,300]"
2457,machine_4592,2.0,21,77%,59%,39,87%,84%,737,70%,7,26,"[60*24,80,200]"
2457,machine_4594,2.7,18,81%,65%,19,93%,92%,597,76%,6,30,"[40,60*26,80*2,100]"
2457,machine_4596,2.8,13,85%,66%,28,90%,89%,297,88%,6,27,"[40*3,60*19,100*4,500]"
2457,machine_4597,4.1,7,92%,77%,12,96%,96%,637,74%,7,29,"[40*2,60*24,100*3]"
2457,machine_4598,4.4,2,98%,79%,44,85%,84%,637,74%,6,27,"[40*2,60*21,80,100*2,200]"
2457,machine_4599,3.2,10,89%,69%,85,71%,70%,1147,53%,6,21,"[40*2,60*18,150]"
2457,machine_4600,2.9,13,86%,66%,19,94%,92%,617,75%,6,29,"[40*2,60*23,80,100*3]"
2457,machine_4602,2.9,11,88%,64%,69,76%,75%,1377,44%,4,16,"[40,60*10,80*3,100*2]"
2457,machine_4605,3.7,11,88%,73%,31,89%,87%,677,72%,7,26,"[40*2,60*19,80*2,100*2,200]"
2457,machine_4606,4.5,5,95%,80%,37,87%,84%,697,72%,7,31,"[40*8,60*21,80,100]"
2457,machine_4607,3.7,15,84%,74%,54,81%,81%,677,72%,7,27,"[40*3,60*20,80*2,100,200]"
2457,machine_4608,4.7,2,98%,81%,124,57%,57%,1437,42%,7,15,"[40*3,60*10,100,200]"
2457,machine_4610,1.0,46,50%,36%,67,77%,75%,937,62%,7,22,"[40*2,60*17,100,120,200]"
2457,machine_4611,3.6,13,86%,72%,132,54%,54%,1477,40%,7,16,"[40*3,60*11,100*2]"
2457,machine_4612,2.3,18,81%,60%,111,62%,61%,1477,40%,6,15,"[40*2,60*10,100*3]"
2457,machine_4613,3.6,9,90%,73%,36,87%,85%,537,78%,4,29,"[40*3,60*22,80,100*2,200]"
2457,machine_4614,3.6,8,91%,73%,12,96%,95%,717,71%,6,27,"[40*2,60*21,100*4]"
2457,machine_4615,1.8,30,67%,57%,25,91%,87%,277,89%,7,31,"[40*2,60*24,80*2,100,200*2]"
2457,machine_4616,2.0,21,77%,58%,24,92%,90%,817,67%,7,26,"[40*2,60*20,80*2,100*2]"
2457,machine_4617,4.5,5,95%,79%,86,70%,69%,1077,56%,6,18,"[40*2,60*12,80,100*2,300]"
2457,machine_4619,2.2,20,78%,60%,55,81%,79%,677,72%,6,27,"[40,60*23,80*2,200]"
2457,machine_4620,1.8,27,71%,56%,84,71%,68%,857,65%,7,25,"[40,60*21,100*3]"
2457,machine_4621,3.5,6,94%,72%,45,85%,84%,917,63%,6,26,"[40,60*25]"
2457,machine_4622,2.3,18,80%,61%,62,79%,77%,777,68%,7,25,"[60*20,80,100*4]"
2457,machine_4623,3.8,7,93%,74%,8,97%,96%,197,92%,7,35,"[40*2,60*30,80,100,200]"
2457,machine_4624,1.0,49,47%,36%,58,80%,77%,937,62%,6,24,"[60*21,80*2,100]"
2457,machine_4625,2.8,23,75%,67%,70,76%,71%,657,73%,7,27,"[40,60*23,80,100,200]"
2457,machine_4626,2.9,15,84%,66%,19,93%,92%,657,73%,5,29,"[60*27,80,100]"
2457,machine_4627,1.8,21,77%,54%,29,90%,88%,777,68%,5,29,"[40*3,60*26]"
